id,handle,title,old_len,new_len,old_desc,new_desc
9269919351034,afternoon-nap-water-bottle,Afternoon Nap - Water Bottle,160,124,"Shop Afternoon Nap - Water Bottle in the Home & Kitchen category. Quality construction, reliable per","Shop Afternoon Nap - Water Bottle in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269919580410,afternoon-nap-xiaomi-12t-case,Afternoon Nap - Xiaomi 12T Case,160,127,"Shop Afternoon Nap - Xiaomi 12T Case in the Home & Kitchen category. Quality construction, reliable ","Shop Afternoon Nap - Xiaomi 12T Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269919613178,afternoon-nap-xiaomi-12t-pro-case,Afternoon Nap - Xiaomi 12T Pro Case,160,131,"Shop Afternoon Nap - Xiaomi 12T Pro Case in the Home & Kitchen category. Quality construction, relia","Shop Afternoon Nap - Xiaomi 12T Pro Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269919645946,afternoon-nap-xiaomi-11-lite-5g-ne-case,Afternoon Nap - Xiaomi 11 Lite 5G NE Case,160,137,"Shop Afternoon Nap - Xiaomi 11 Lite 5G NE Case in the Home & Kitchen category. Quality construction,","Shop Afternoon Nap - Xiaomi 11 Lite 5G NE Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269919678714,afternoon-nap-xiaomi-12-case,Afternoon Nap - Xiaomi 12 Case,160,126,"Shop Afternoon Nap - Xiaomi 12 Case in the Home & Kitchen category. Quality construction, reliable p","Shop Afternoon Nap - Xiaomi 12 Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269919711482,afternoon-nap-xiaomi-11t-11t-pro-case,Afternoon Nap - Xiaomi 11T / 11T Pro Case,160,137,"Shop Afternoon Nap - Xiaomi 11T / 11T Pro Case in the Home & Kitchen category. Quality construction,","Shop Afternoon Nap - Xiaomi 11T / 11T Pro Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269919908090,afternoon-nap-xiaomi-13t-case,Afternoon Nap - Xiaomi 13T Case,160,127,"Shop Afternoon Nap - Xiaomi 13T Case in the Home & Kitchen category. Quality construction, reliable ","Shop Afternoon Nap - Xiaomi 13T Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269919940858,afternoon-nap-xiaomi-13t-pro-case,Afternoon Nap - Xiaomi 13T Pro Case,160,131,"Shop Afternoon Nap - Xiaomi 13T Pro Case in the Home & Kitchen category. Quality construction, relia","Shop Afternoon Nap - Xiaomi 13T Pro Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269919973626,afternoon-nap-xiaomi-13-lite-case,Afternoon Nap - Xiaomi 13 Lite Case,160,131,"Shop Afternoon Nap - Xiaomi 13 Lite Case in the Home & Kitchen category. Quality construction, relia","Shop Afternoon Nap - Xiaomi 13 Lite Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269920006394,afternoon-nap-xiaomi-13-case,Afternoon Nap - Xiaomi 13 Case,160,126,"Shop Afternoon Nap - Xiaomi 13 Case in the Home & Kitchen category. Quality construction, reliable p","Shop Afternoon Nap - Xiaomi 13 Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269920039162,afternoon-nap-xiaomi-13-pro-case,Afternoon Nap - Xiaomi 13 Pro Case,160,130,"Shop Afternoon Nap - Xiaomi 13 Pro Case in the Home & Kitchen category. Quality construction, reliab","Shop Afternoon Nap - Xiaomi 13 Pro Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269920268538,afternoon-nap-xiaomi-14t-case,Afternoon Nap - Xiaomi 14T Case,160,127,"Shop Afternoon Nap - Xiaomi 14T Case in the Home & Kitchen category. Quality construction, reliable ","Shop Afternoon Nap - Xiaomi 14T Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269920301306,afternoon-nap-xiaomi-14-ultra-case,Afternoon Nap - Xiaomi 14 Ultra Case,160,132,"Shop Afternoon Nap - Xiaomi 14 Ultra Case in the Home & Kitchen category. Quality construction, reli","Shop Afternoon Nap - Xiaomi 14 Ultra Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269920334074,afternoon-nap-xiaomi-14-case,Afternoon Nap - Xiaomi 14 Case,160,126,"Shop Afternoon Nap - Xiaomi 14 Case in the Home & Kitchen category. Quality construction, reliable p","Shop Afternoon Nap - Xiaomi 14 Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269920366842,afternoon-nap-xiaomi-14-pro-case,Afternoon Nap - Xiaomi 14 Pro Case,160,130,"Shop Afternoon Nap - Xiaomi 14 Pro Case in the Home & Kitchen category. Quality construction, reliab","Shop Afternoon Nap - Xiaomi 14 Pro Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269920399610,afternoon-nap-xiaomi-14t-pro-case,Afternoon Nap - Xiaomi 14T Pro Case,160,131,"Shop Afternoon Nap - Xiaomi 14T Pro Case in the Home & Kitchen category. Quality construction, relia","Shop Afternoon Nap - Xiaomi 14T Pro Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269920628986,afternoon-nap-xiaomi-15-case,Afternoon Nap - Xiaomi 15 Case,160,126,"Shop Afternoon Nap - Xiaomi 15 Case in the Home & Kitchen category. Quality construction, reliable p","Shop Afternoon Nap - Xiaomi 15 Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269920661754,afternoon-nap-xiaomi-mi-11-lite-4g-5g-case,Afternoon Nap - Xiaomi Mi 11 Lite 4G / 5G Case,160,142,Shop Afternoon Nap - Xiaomi Mi 11 Lite 4G / 5G Case in the Home & Kitchen category. Quality construc,"Shop Afternoon Nap - Xiaomi Mi 11 Lite 4G / 5G Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269920694522,afternoon-nap-xiaomi-15-pro-case,Afternoon Nap - Xiaomi 15 Pro Case,160,130,"Shop Afternoon Nap - Xiaomi 15 Pro Case in the Home & Kitchen category. Quality construction, reliab","Shop Afternoon Nap - Xiaomi 15 Pro Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269920727290,afternoon-nap-xiaomi-15-ultra-case,Afternoon Nap - Xiaomi 15 Ultra Case,160,132,"Shop Afternoon Nap - Xiaomi 15 Ultra Case in the Home & Kitchen category. Quality construction, reli","Shop Afternoon Nap - Xiaomi 15 Ultra Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269920760058,afternoon-nap-xiaomi-15t-case,Afternoon Nap - Xiaomi 15T Case,160,127,"Shop Afternoon Nap - Xiaomi 15T Case in the Home & Kitchen category. Quality construction, reliable ","Shop Afternoon Nap - Xiaomi 15T Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269920956666,afternoon-nap-xiaomi-redmi-note-11-pro-case,Afternoon Nap - Xiaomi Redmi Note 11 Pro Case,160,141,Shop Afternoon Nap - Xiaomi Redmi Note 11 Pro Case in the Home & Kitchen category. Quality construct,"Shop Afternoon Nap - Xiaomi Redmi Note 11 Pro Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269920989434,afternoon-nap-xiaomi-redmi-note-11-pro-plus-case,Afternoon Nap - Xiaomi Redmi Note 11 Pro+ Case,160,142,Shop Afternoon Nap - Xiaomi Redmi Note 11 Pro+ Case in the Home & Kitchen category. Quality construc,"Shop Afternoon Nap - Xiaomi Redmi Note 11 Pro+ Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269921022202,afternoon-nap-xiaomi-redmi-note-12-pro-5g-case,Afternoon Nap - Xiaomi Redmi Note 12 Pro 5G Case,160,144,Shop Afternoon Nap - Xiaomi Redmi Note 12 Pro 5G Case in the Home & Kitchen category. Quality constr,"Shop Afternoon Nap - Xiaomi Redmi Note 12 Pro 5G Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269921054970,afternoon-nap-xiaomi-redmi-note-10-pro-case,Afternoon Nap - Xiaomi Redmi Note 10 Pro Case,160,141,Shop Afternoon Nap - Xiaomi Redmi Note 10 Pro Case in the Home & Kitchen category. Quality construct,"Shop Afternoon Nap - Xiaomi Redmi Note 10 Pro Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269921087738,afternoon-nap-xiaomi-redmi-note-12-pro-plus-5g-case,Afternoon Nap - Xiaomi Redmi Note 12 Pro+ 5G Case,160,145,Shop Afternoon Nap - Xiaomi Redmi Note 12 Pro+ 5G Case in the Home & Kitchen category. Quality const,"Shop Afternoon Nap - Xiaomi Redmi Note 12 Pro+ 5G Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269921317114,afternoon-nap-xiaomi-redmi-note-13-pro-5g-case,Afternoon Nap - Xiaomi Redmi Note 13 Pro 5G Case,160,144,Shop Afternoon Nap - Xiaomi Redmi Note 13 Pro 5G Case in the Home & Kitchen category. Quality constr,"Shop Afternoon Nap - Xiaomi Redmi Note 13 Pro 5G Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269921349882,afternoon-nap-xiaomi-redmi-note-13-pro-plus-5g-case,Afternoon Nap - Xiaomi Redmi Note 13 Pro+ 5G Case,160,145,Shop Afternoon Nap - Xiaomi Redmi Note 13 Pro+ 5G Case in the Home & Kitchen category. Quality const,"Shop Afternoon Nap - Xiaomi Redmi Note 13 Pro+ 5G Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269921382650,afternoon-nap-xiaomi-redmi-note-13-5g-case,Afternoon Nap - Xiaomi Redmi Note 13 5G Case,160,140,Shop Afternoon Nap - Xiaomi Redmi Note 13 5G Case in the Home & Kitchen category. Quality constructi,"Shop Afternoon Nap - Xiaomi Redmi Note 13 5G Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269921415418,afternoon-nap-xiaomi-redmi-note-14-pro-5g-case,Afternoon Nap - Xiaomi Redmi Note 14 Pro 5G Case,160,144,Shop Afternoon Nap - Xiaomi Redmi Note 14 Pro 5G Case in the Home & Kitchen category. Quality constr,"Shop Afternoon Nap - Xiaomi Redmi Note 14 Pro 5G Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269921448186,afternoon-nap-xiaomi-redmi-note-14-5g-case,Afternoon Nap - Xiaomi Redmi Note 14 5G Case,160,140,Shop Afternoon Nap - Xiaomi Redmi Note 14 5G Case in the Home & Kitchen category. Quality constructi,"Shop Afternoon Nap - Xiaomi Redmi Note 14 5G Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269921644794,afternoon-treat-airpods-3-case,Afternoon Treat - Cherry AirPods 3 Case,160,132,"Shop Afternoon Treat - Cherry AirPods 3 Case in the Electronics category. Quality construction, reli","Shop Afternoon Treat - Cherry AirPods 3 Case in the Electronics category. Quality construction, reliable performance, fast shipping."
9269921677562,afternoon-treat-phone-ring-holder,Afternoon Treat - Cherry Adhesive Ring Holder,160,134,"Shop Afternoon Treat - Cherry Adhesive Ring Holder in the Jewelry category. Quality construction, re","Shop Afternoon Treat - Cherry Adhesive Ring Holder in the Jewelry category. Quality construction, reliable performance, fast shipping."
9269921710330,afternoon-treat-airpods-case,Afternoon Treat - Cherry AirPods Case,160,130,"Shop Afternoon Treat - Cherry AirPods Case in the Electronics category. Quality construction, reliab","Shop Afternoon Treat - Cherry AirPods Case in the Electronics category. Quality construction, reliable performance, fast shipping."
9269921743098,afternoon-nap-xiaomi-redmi-note-14-pro-plus-5g-case,Afternoon Nap - Xiaomi Redmi Note 14 Pro+ 5G Case,160,145,Shop Afternoon Nap - Xiaomi Redmi Note 14 Pro+ 5G Case in the Home & Kitchen category. Quality const,"Shop Afternoon Nap - Xiaomi Redmi Note 14 Pro+ 5G Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269921775866,afternoon-treat-airpods-4-case,Afternoon Treat - Cherry AirPods 4 Case,160,132,"Shop Afternoon Treat - Cherry AirPods 4 Case in the Electronics category. Quality construction, reli","Shop Afternoon Treat - Cherry AirPods 4 Case in the Electronics category. Quality construction, reliable performance, fast shipping."
9269921972474,afternoon-treat-airpods-pro-case,Afternoon Treat - Cherry AirPods Pro Case,160,134,"Shop Afternoon Treat - Cherry AirPods Pro Case in the Electronics category. Quality construction, re","Shop Afternoon Treat - Cherry AirPods Pro Case in the Electronics category. Quality construction, reliable performance, fast shipping."
9269922005242,afternoon-treat-airpods-pro-2-case,Afternoon Treat - Cherry AirPods Pro 2 Case,160,136,"Shop Afternoon Treat - Cherry AirPods Pro 2 Case in the Electronics category. Quality construction, ","Shop Afternoon Treat - Cherry AirPods Pro 2 Case in the Electronics category. Quality construction, reliable performance, fast shipping."
9269922038010,afternoon-treat-airpods-pro-3-case,Afternoon Treat - Cherry AirPods Pro 3 Case,160,136,"Shop Afternoon Treat - Cherry AirPods Pro 3 Case in the Electronics category. Quality construction, ","Shop Afternoon Treat - Cherry AirPods Pro 3 Case in the Electronics category. Quality construction, reliable performance, fast shipping."
9269922070778,afternoon-treat-all-day-leakproof-tumbler,Afternoon Treat - Cherry All Day Leakproof Tumbler,160,146,Shop Afternoon Treat - Cherry All Day Leakproof Tumbler in the Home & Kitchen category. Quality cons,"Shop Afternoon Treat - Cherry All Day Leakproof Tumbler in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269922103546,afternoon-treat-airpods-max-case,Afternoon Treat - Cherry AirPods Max Case,160,134,"Shop Afternoon Treat - Cherry AirPods Max Case in the Electronics category. Quality construction, re","Shop Afternoon Treat - Cherry AirPods Max Case in the Electronics category. Quality construction, reliable performance, fast shipping."
9269922169082,afternoon-treat-google-pixel-5-case,Afternoon Treat - Cherry Google Pixel 5 Case,160,140,Shop Afternoon Treat - Cherry Google Pixel 5 Case in the Home & Kitchen category. Quality constructi,"Shop Afternoon Treat - Cherry Google Pixel 5 Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269922234618,afternoon-treat-google-pixel-6-case,Afternoon Treat - Cherry Google Pixel 6 Case,160,140,Shop Afternoon Treat - Cherry Google Pixel 6 Case in the Home & Kitchen category. Quality constructi,"Shop Afternoon Treat - Cherry Google Pixel 6 Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269922267386,afternoon-treat-google-pixel-10-pro-xl-case,Afternoon Treat - Cherry Google Pixel 10 Pro XL Case,160,148,Shop Afternoon Treat - Cherry Google Pixel 10 Pro XL Case in the Home & Kitchen category. Quality co,"Shop Afternoon Treat - Cherry Google Pixel 10 Pro XL Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269922300154,afternoon-treat-google-pixel-10-pro-case,Afternoon Treat - Cherry Google Pixel 10 Pro Case,160,145,Shop Afternoon Treat - Cherry Google Pixel 10 Pro Case in the Home & Kitchen category. Quality const,"Shop Afternoon Treat - Cherry Google Pixel 10 Pro Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269922332922,afternoon-treat-google-pixel-10-case,Afternoon Treat - Cherry Google Pixel 10 Case,160,141,Shop Afternoon Treat - Cherry Google Pixel 10 Case in the Home & Kitchen category. Quality construct,"Shop Afternoon Treat - Cherry Google Pixel 10 Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269922496762,afternoon-treat-google-pixel-6-pro-case,Afternoon Treat - Cherry Google Pixel 6 Pro Case,160,144,Shop Afternoon Treat - Cherry Google Pixel 6 Pro Case in the Home & Kitchen category. Quality constr,"Shop Afternoon Treat - Cherry Google Pixel 6 Pro Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269922562298,afternoon-treat-google-pixel-6a-case,Afternoon Treat - Cherry Google Pixel 6a Case,160,141,Shop Afternoon Treat - Cherry Google Pixel 6a Case in the Home & Kitchen category. Quality construct,"Shop Afternoon Treat - Cherry Google Pixel 6a Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269922595066,afternoon-treat-google-pixel-7-pro-case,Afternoon Treat - Cherry Google Pixel 7 Pro Case,160,144,Shop Afternoon Treat - Cherry Google Pixel 7 Pro Case in the Home & Kitchen category. Quality constr,"Shop Afternoon Treat - Cherry Google Pixel 7 Pro Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269922627834,afternoon-treat-google-pixel-7a-case,Afternoon Treat - Cherry Google Pixel 7a Case,160,141,Shop Afternoon Treat - Cherry Google Pixel 7a Case in the Home & Kitchen category. Quality construct,"Shop Afternoon Treat - Cherry Google Pixel 7a Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269922660602,afternoon-treat-google-pixel-7-case,Afternoon Treat - Cherry Google Pixel 7 Case,160,140,Shop Afternoon Treat - Cherry Google Pixel 7 Case in the Home & Kitchen category. Quality constructi,"Shop Afternoon Treat - Cherry Google Pixel 7 Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269922857210,afternoon-treat-google-pixel-8-case,Afternoon Treat - Cherry Google Pixel 8 Case,160,140,Shop Afternoon Treat - Cherry Google Pixel 8 Case in the Home & Kitchen category. Quality constructi,"Shop Afternoon Treat - Cherry Google Pixel 8 Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269922889978,afternoon-treat-google-pixel-9-pro-case,Afternoon Treat - Cherry Google Pixel 9 Pro Case,160,144,Shop Afternoon Treat - Cherry Google Pixel 9 Pro Case in the Home & Kitchen category. Quality constr,"Shop Afternoon Treat - Cherry Google Pixel 9 Pro Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269922922746,afternoon-treat-google-pixel-9-case,Afternoon Treat - Cherry Google Pixel 9 Case,160,140,Shop Afternoon Treat - Cherry Google Pixel 9 Case in the Home & Kitchen category. Quality constructi,"Shop Afternoon Treat - Cherry Google Pixel 9 Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269922955514,afternoon-treat-google-pixel-8-pro-case,Afternoon Treat - Cherry Google Pixel 8 Pro Case,160,144,Shop Afternoon Treat - Cherry Google Pixel 8 Pro Case in the Home & Kitchen category. Quality constr,"Shop Afternoon Treat - Cherry Google Pixel 8 Pro Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269922988282,afternoon-treat-google-pixel-8a-case,Afternoon Treat - Cherry Google Pixel 8a Case,160,141,Shop Afternoon Treat - Cherry Google Pixel 8a Case in the Home & Kitchen category. Quality construct,"Shop Afternoon Treat - Cherry Google Pixel 8a Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269923152122,afternoon-treat-google-pixel-9a-case,Afternoon Treat - Cherry Google Pixel 9a Case,160,141,Shop Afternoon Treat - Cherry Google Pixel 9a Case in the Home & Kitchen category. Quality construct,"Shop Afternoon Treat - Cherry Google Pixel 9a Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269923184890,afternoon-treat-google-pixel-buds-pro-2-case,Afternoon Treat - Cherry Google Pixel Buds Pro 2 Case,160,149,Shop Afternoon Treat - Cherry Google Pixel Buds Pro 2 Case in the Home & Kitchen category. Quality c,"Shop Afternoon Treat - Cherry Google Pixel Buds Pro 2 Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269923217658,afternoon-treat-google-pixel-buds-a-case,Afternoon Treat - Cherry Google Pixel Buds A Case,160,145,Shop Afternoon Treat - Cherry Google Pixel Buds A Case in the Home & Kitchen category. Quality const,"Shop Afternoon Treat - Cherry Google Pixel Buds A Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269923250426,afternoon-treat-google-pixel-buds-2-case,Afternoon Treat - Cherry Google Pixel Buds 2 Case,160,145,Shop Afternoon Treat - Cherry Google Pixel Buds 2 Case in the Home & Kitchen category. Quality const,"Shop Afternoon Treat - Cherry Google Pixel Buds 2 Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269923283194,afternoon-treat-google-pixel-9-pro-xl-case,Afternoon Treat - Cherry Google Pixel 9 Pro XL Case,160,147,Shop Afternoon Treat - Cherry Google Pixel 9 Pro XL Case in the Home & Kitchen category. Quality con,"Shop Afternoon Treat - Cherry Google Pixel 9 Pro XL Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269923447034,afternoon-treat-huawei-p20-case,Afternoon Treat - Cherry Huawei P20 Case,160,136,"Shop Afternoon Treat - Cherry Huawei P20 Case in the Home & Kitchen category. Quality construction, ","Shop Afternoon Treat - Cherry Huawei P20 Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269923479802,afternoon-treat-huawei-mate-20-case,Afternoon Treat - Cherry Huawei Mate 20 Case,160,140,Shop Afternoon Treat - Cherry Huawei Mate 20 Case in the Home & Kitchen category. Quality constructi,"Shop Afternoon Treat - Cherry Huawei Mate 20 Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269923512570,afternoon-treat-huawei-p30-case,Afternoon Treat - Cherry Huawei P30 Case,160,136,"Shop Afternoon Treat - Cherry Huawei P30 Case in the Home & Kitchen category. Quality construction, ","Shop Afternoon Treat - Cherry Huawei P30 Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269923545338,afternoon-treat-google-pixel-buds-pro-case,Afternoon Treat - Cherry Google Pixel Buds Pro Case,160,147,Shop Afternoon Treat - Cherry Google Pixel Buds Pro Case in the Home & Kitchen category. Quality con,"Shop Afternoon Treat - Cherry Google Pixel Buds Pro Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269923578106,afternoon-treat-huawei-p30-lite-case,Afternoon Treat - Cherry Huawei P30 Lite Case,160,141,Shop Afternoon Treat - Cherry Huawei P30 Lite Case in the Home & Kitchen category. Quality construct,"Shop Afternoon Treat - Cherry Huawei P30 Lite Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269923709178,afternoon-treat-ipad-10-9-10th-gen-case,Afternoon Treat - Cherry iPad 10.9 (10th Gen) Case,160,146,Shop Afternoon Treat - Cherry iPad 10.9 (10th Gen) Case in the Home & Kitchen category. Quality cons,"Shop Afternoon Treat - Cherry iPad 10.9 (10th Gen) Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269923741946,afternoon-treat-ipad-10-2-9th-8th-7th-gen-case,Afternoon Treat - Cherry iPad 10.2 (9th/8th/7th Gen) Case,160,153,Shop Afternoon Treat - Cherry iPad 10.2 (9th/8th/7th Gen) Case in the Home & Kitchen category. Quali,"Shop Afternoon Treat - Cherry iPad 10.2 (9th/8th/7th Gen) Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269923774714,afternoon-treat-huawei-p30-pro-case,Afternoon Treat - Cherry Huawei P30 Pro Case,160,140,Shop Afternoon Treat - Cherry Huawei P30 Pro Case in the Home & Kitchen category. Quality constructi,"Shop Afternoon Treat - Cherry Huawei P30 Pro Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269923807482,afternoon-treat-infinity-planner,Afternoon Treat - Cherry Infinity Planner,160,137,"Shop Afternoon Treat - Cherry Infinity Planner in the Home & Kitchen category. Quality construction,","Shop Afternoon Treat - Cherry Infinity Planner in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269923840250,afternoon-treat-huawei-p40-case,Afternoon Treat - Cherry Huawei P40 Case,160,136,"Shop Afternoon Treat - Cherry Huawei P40 Case in the Home & Kitchen category. Quality construction, ","Shop Afternoon Treat - Cherry Huawei P40 Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269924004090,afternoon-treat-ipad-air-10-9-5th-4th-gen-case,Afternoon Treat - Cherry iPad Air 10.9 (5th/4th Gen) Case,160,153,Shop Afternoon Treat - Cherry iPad Air 10.9 (5th/4th Gen) Case in the Home & Kitchen category. Quali,"Shop Afternoon Treat - Cherry iPad Air 10.9 (5th/4th Gen) Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269924036858,afternoon-treat-ipad-mini-7-9-5th-gen-case,Afternoon Treat - Cherry iPad Mini 7.9 (5th Gen) Case,160,149,Shop Afternoon Treat - Cherry iPad Mini 7.9 (5th Gen) Case in the Home & Kitchen category. Quality c,"Shop Afternoon Treat - Cherry iPad Mini 7.9 (5th Gen) Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269924069626,afternoon-treat-ipad-air-13-8th-7th-6th-gen-case,Afternoon Treat - Cherry iPad Air 13 (8th/7th/6th Gen) Case,160,155,Shop Afternoon Treat - Cherry iPad Air 13 (8th/7th/6th Gen) Case in the Home & Kitchen category. Qua,"Shop Afternoon Treat - Cherry iPad Air 13 (8th/7th/6th Gen) Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269924102394,afternoon-treat-ipad-9-7-6th-5th-gen-case,Afternoon Treat - Cherry iPad 9.7 (6th/5th Gen) Case,160,148,Shop Afternoon Treat - Cherry iPad 9.7 (6th/5th Gen) Case in the Home & Kitchen category. Quality co,"Shop Afternoon Treat - Cherry iPad 9.7 (6th/5th Gen) Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269924135162,afternoon-treat-ipad-air-11-7th-6th-gen-case,Afternoon Treat - Cherry iPad Air 11 (7th/6th Gen) Case,160,151,Shop Afternoon Treat - Cherry iPad Air 11 (7th/6th Gen) Case in the Home & Kitchen category. Quality,"Shop Afternoon Treat - Cherry iPad Air 11 (7th/6th Gen) Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269924331770,afternoon-treat-ipad-mini-8-3-6th-gen-case,Afternoon Treat - Cherry iPad Mini 8.3 (A17 Pro/6th Gen) Cas,160,98,Shop Afternoon Treat - Cherry iPad Mini 8.3 (A17 Pro/6th Gen) Case in the Home & Kitchen category. Q,Shop Afternoon Treat - Cherry iPad Mini 8.3 (A17 Pro/6th Gen) Case in the Home & Kitchen category.
9269924364538,afternoon-treat-ipad-pro-11-2nd-1st-gen-case,Afternoon Treat - Cherry iPad Pro 11 (2nd/1st Gen) Case,160,151,Shop Afternoon Treat - Cherry iPad Pro 11 (2nd/1st Gen) Case in the Home & Kitchen category. Quality,"Shop Afternoon Treat - Cherry iPad Pro 11 (2nd/1st Gen) Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269924397306,afternoon-treat-ipad-pro-12-9-4th-3rd-gen-case,Afternoon Treat - Cherry iPad Pro 12.9 (4th/3rd Gen) Case,160,153,Shop Afternoon Treat - Cherry iPad Pro 12.9 (4th/3rd Gen) Case in the Home & Kitchen category. Quali,"Shop Afternoon Treat - Cherry iPad Pro 12.9 (4th/3rd Gen) Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269924430074,afternoon-treat-ipad-pro-11-4th-3rd-gen-case,Afternoon Treat - Cherry iPad Pro 11 (4th/3rd Gen) Case,160,151,Shop Afternoon Treat - Cherry iPad Pro 11 (4th/3rd Gen) Case in the Home & Kitchen category. Quality,"Shop Afternoon Treat - Cherry iPad Pro 11 (4th/3rd Gen) Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269924462842,afternoon-treat-ipad-pro-11-8th-7th-gen-case,Afternoon Treat - Cherry iPad Pro 11 (8th/7th Gen) Case,160,151,Shop Afternoon Treat - Cherry iPad Pro 11 (8th/7th Gen) Case in the Home & Kitchen category. Quality,"Shop Afternoon Treat - Cherry iPad Pro 11 (8th/7th Gen) Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
9269924724986,afternoon-treat-ipad-pro-12-9-6th-5th-gen-case,Afternoon Treat - Cherry iPad Pro 12.9 (6th/5th Gen) Case,160,153,Shop Afternoon Treat - Cherry iPad Pro 12.9 (6th/5th Gen) Case in the Home & Kitchen category. Quali,"Shop Afternoon Treat - Cherry iPad Pro 12.9 (6th/5th Gen) Case in the Home & Kitchen category. Quality construction, reliable performance, fast shipping."
