"country","product_title","handle","variant_title","sku","current_storefront_price","supplier_cost_basis","shipping_cost_basis","shipping_evidence","minimum_price","recommended_action_price","price_change","price_action_required","quote_result","disposition","formula"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","M / Dark Blue  002","14:366#Dark Blue  002;5:361386","19.51","7.81","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.20","21.99","2.48","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","M / Dark Blue  003","14:200003699#Dark Blue  003;5:361386","18.18","7.27","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.18","20.99","2.81","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","M / Dark Blue 001","14:29#Dark Blue 001;5:361386","18.25","7.30","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.23","20.99","2.74","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","M / Dark Gray","14:691#Dark Gray;5:361386","17.62","7.05","3.03","VERIFIED_CANADA_DSERs_QUOTE","19.76","19.99","2.37","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","M / Dark Gray 001","14:202997806#Dark Gray 001;5:361386","20.78","8.31","3.03","VERIFIED_CANADA_DSERs_QUOTE","22.16","22.99","2.21","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","M / Dark Gray 002","14:100018786#Dark Gray 002;5:361386","19.58","7.83","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.24","21.99","2.41","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","M / Dark Gray 003","14:203008818#Dark Gray 003;5:361386","19.23","7.69","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.98","20.99","1.76","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XL / black","14:193;5:100014065","12.66","5.06","3.03","VERIFIED_CANADA_DSERs_QUOTE","15.97","15.99","3.33","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XL / Black 001","14:202520811#Black 001;5:100014065","20.18","8.07","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.70","21.99","1.81","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XL / Black 002","14:200001951#Black 002;5:100014065","19.20","7.68","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.96","20.99","1.79","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XL / Black 003","14:203008817#Black 003;5:100014065","18.00","7.20","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.04","20.99","2.99","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XL / Dark Blue","14:173#Dark Blue;5:100014065","20.18","8.07","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.70","21.99","1.81","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XL / Dark Blue  002","14:366#Dark Blue  002;5:100014065","16.03","6.41","3.03","VERIFIED_CANADA_DSERs_QUOTE","18.54","18.99","2.96","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XL / Dark Blue  003","14:200003699#Dark Blue  003;5:100014065","18.74","7.50","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.61","20.99","2.25","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XL / Dark Blue 001","14:29#Dark Blue 001;5:100014065","18.00","7.20","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.04","20.99","2.99","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XL / Dark Gray","14:691#Dark Gray;5:100014065","19.65","7.86","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.30","21.99","2.34","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XL / Dark Gray 001","14:202997806#Dark Gray 001;5:100014065","19.58","7.83","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.24","21.99","2.41","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XL / Dark Gray 002","14:100018786#Dark Gray 002;5:100014065","20.04","8.02","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.60","21.99","1.95","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XL / Dark Gray 003","14:203008818#Dark Gray 003;5:100014065","19.73","7.89","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.36","21.99","2.26","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXL / black","14:193;5:4182","19.83","7.93","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.43","21.99","2.16","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXL / Black 001","14:202520811#Black 001;5:4182","19.58","7.83","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.24","21.99","2.41","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXL / Black 002","14:200001951#Black 002;5:4182","19.41","7.76","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.11","21.99","2.58","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXL / Black 003","14:203008817#Black 003;5:4182","19.27","7.71","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.01","21.99","2.72","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXL / Dark Blue","14:173#Dark Blue;5:4182","18.71","7.48","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.58","20.99","2.28","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXL / Dark Blue  002","14:366#Dark Blue  002;5:4182","18.11","7.24","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.12","20.99","2.88","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXL / Dark Blue  003","14:200003699#Dark Blue  003;5:4182","19.41","7.76","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.11","21.99","2.58","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXL / Dark Blue 001","14:29#Dark Blue 001;5:4182","18.81","7.52","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.65","20.99","2.18","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXL / Dark Gray","14:691#Dark Gray;5:4182","19.23","7.69","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.98","20.99","1.76","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXL / Dark Gray 001","14:202997806#Dark Gray 001;5:4182","20.50","8.20","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.95","21.99","1.49","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXL / Dark Gray 002","14:100018786#Dark Gray 002;5:4182","19.65","7.86","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.30","21.99","2.34","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXL / Dark Gray 003","14:203008818#Dark Gray 003;5:4182","19.73","7.89","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.36","21.99","2.26","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXXL / black","14:193;5:4183","13.12","5.25","3.03","VERIFIED_CANADA_DSERs_QUOTE","16.33","16.99","3.87","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXXL / Black 001","14:202520811#Black 001;5:4183","18.95","7.58","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.77","20.99","2.04","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXXL / Black 002","14:200001951#Black 002;5:4183","13.71","5.49","3.03","VERIFIED_CANADA_DSERs_QUOTE","16.79","16.99","3.28","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXXL / Black 003","14:203008817#Black 003;5:4183","20.01","8.00","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.57","21.99","1.98","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXXL / Dark Blue","14:173#Dark Blue;5:4183","12.66","5.06","3.03","VERIFIED_CANADA_DSERs_QUOTE","15.97","15.99","3.33","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXXL / Dark Blue  002","14:366#Dark Blue  002;5:4183","18.07","7.23","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.10","20.99","2.92","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXXL / Dark Blue  003","14:200003699#Dark Blue  003;5:4183","18.00","7.20","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.04","20.99","2.99","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXXL / Dark Blue 001","14:29#Dark Blue 001;5:4183","18.14","7.26","","VERIFIED_CANADA_DSERs_QUOTE","","18.14","0.00","no","FAIL_NO_SHIPPING","DISABLE_CA_VARIANT_NO_SHIPPING",""
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXXL / Dark Gray","14:691#Dark Gray;5:4183","19.23","7.69","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.98","20.99","1.76","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXXL / Dark Gray 001","14:202997806#Dark Gray 001;5:4183","19.06","7.62","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.84","20.99","1.93","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXXL / Dark Gray 002","14:100018786#Dark Gray 002;5:4183","19.09","7.64","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.88","20.99","1.90","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","XXXL / Dark Gray 003","14:203008818#Dark Gray 003;5:4183","19.16","7.67","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.94","20.99","1.83","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Spring Candy Color Kids Pantyhose Ballet Dance Tights for Girls Stocking Children Velvet Solid White Pantyhose","summer-spring-candy-color-kids-pantyhose-ballet-dance-tights-for-girls-stocking-children-velvet-solid-white-pantyhose","Black / 1 to 2 Yrs / China Mainland","14:193#Black;200000463:200025003#1 to 2 Yrs;200007763:201336100","8.19","3.28","3.03","VERIFIED_CANADA_DSERs_QUOTE","12.58","12.99","4.80","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Spring Candy Color Kids Pantyhose Ballet Dance Tights for Girls Stocking Children Velvet Solid White Pantyhose","summer-spring-candy-color-kids-pantyhose-ballet-dance-tights-for-girls-stocking-children-velvet-solid-white-pantyhose","Black / 3 to 6 Yrs / China Mainland","14:193#Black;200000463:200169197#3 to 6 Yrs;200007763:201336100","8.47","3.39","3.03","VERIFIED_CANADA_DSERs_QUOTE","12.79","12.99","4.52","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Spring Candy Color Kids Pantyhose Ballet Dance Tights for Girls Stocking Children Velvet Solid White Pantyhose","summer-spring-candy-color-kids-pantyhose-ballet-dance-tights-for-girls-stocking-children-velvet-solid-white-pantyhose","Black / 7 to 12 Yrs / China Mainland","14:193#Black;200000463:200661895#7 to 12 Yrs;200007763:201336100","8.33","3.33","3.03","VERIFIED_CANADA_DSERs_QUOTE","12.68","12.99","4.66","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Spring Candy Color Kids Pantyhose Ballet Dance Tights for Girls Stocking Children Velvet Solid White Pantyhose","summer-spring-candy-color-kids-pantyhose-ballet-dance-tights-for-girls-stocking-children-velvet-solid-white-pantyhose","Blue / 1 to 2 Yrs / China Mainland","14:173#Blue;200000463:200025003#1 to 2 Yrs;200007763:201336100","8.37","3.35","3.03","VERIFIED_CANADA_DSERs_QUOTE","12.72","12.99","4.62","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Spring Candy Color Kids Pantyhose Ballet Dance Tights for Girls Stocking Children Velvet Solid White Pantyhose","summer-spring-candy-color-kids-pantyhose-ballet-dance-tights-for-girls-stocking-children-velvet-solid-white-pantyhose","Blue / 3 to 6 Yrs / China Mainland","14:173#Blue;200000463:200169197#3 to 6 Yrs;200007763:201336100","8.58","3.43","3.03","VERIFIED_CANADA_DSERs_QUOTE","12.87","12.99","4.41","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Spring Candy Color Kids Pantyhose Ballet Dance Tights for Girls Stocking Children Velvet Solid White Pantyhose","summer-spring-candy-color-kids-pantyhose-ballet-dance-tights-for-girls-stocking-children-velvet-solid-white-pantyhose","Blue / 7 to 12 Yrs / China Mainland","14:173#Blue;200000463:200661895#7 to 12 Yrs;200007763:201336100","8.51","3.40","3.03","VERIFIED_CANADA_DSERs_QUOTE","12.81","12.99","4.48","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Spring Candy Color Kids Pantyhose Ballet Dance Tights for Girls Stocking Children Velvet Solid White Pantyhose","summer-spring-candy-color-kids-pantyhose-ballet-dance-tights-for-girls-stocking-children-velvet-solid-white-pantyhose","Dark Green / 1 to 2 Yrs / China Mainland","14:200004889#Dark Green;200000463:200025003#1 to 2 Yrs;200007763:201336100","8.47","3.39","3.03","VERIFIED_CANADA_DSERs_QUOTE","12.79","12.99","4.52","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Spring Candy Color Kids Pantyhose Ballet Dance Tights for Girls Stocking Children Velvet Solid White Pantyhose","summer-spring-candy-color-kids-pantyhose-ballet-dance-tights-for-girls-stocking-children-velvet-solid-white-pantyhose","Dark Green / 3 to 6 Yrs / China Mainland","14:200004889#Dark Green;200000463:200169197#3 to 6 Yrs;200007763:201336100","8.58","3.43","3.03","VERIFIED_CANADA_DSERs_QUOTE","12.87","12.99","4.41","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Spring Candy Color Kids Pantyhose Ballet Dance Tights for Girls Stocking Children Velvet Solid White Pantyhose","summer-spring-candy-color-kids-pantyhose-ballet-dance-tights-for-girls-stocking-children-velvet-solid-white-pantyhose","Dark Green / 7 to 12 Yrs / China Mainland","14:200004889#Dark Green;200000463:200661895#7 to 12 Yrs;200007763:201336100","8.76","3.50","3.03","VERIFIED_CANADA_DSERs_QUOTE","13.00","13.99","5.23","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
